5,15,grid7,60,318,8.501215,7.405304,1,1
5,15,grid13,60,393,8.334407,7.196423,1,1
5,15,grid17,60,281,8.735356,7.520238,1,1
5,15,grid10,60,336,8.844412,7.672678,1,1
5,15,grid9,60,308,8.959794,7.864559,1,1
5,15,grid2,60,334,9.100329,7.902793,1,1
5,15,grid14,60,283,9.202654,7.995884,1,1
5,15,grid4,60,253,9.302212,8.227584,1,1
5,15,grid5,60,345,9.438115,8.708396,1,1
5,15,grid18,60,296,9.759893,8.558257,1,1
5,15,grid11,60,299,9.764120,8.670475,1,1
5,15,grid1,60,342,9.904734,8.666215,1,1
5,15,grid8,60,377,9.986424,8.821689,1,1
5,15,grid6,60,321,10.326922,9.110777,1,1
5,15,grid15,60,312,11.217714,10.143362,1,1
5,15,grid12,60,328,12.625881,11.520192,1,1
5,15,grid19,60,334,12.891522,11.761033,1,1
5,15,grid0,60,353,13.328829,12.116056,1,1
5,15,grid16,60,398,14.211452,13.102803,1,1
5,15,metroplex9,60,420,18.851573,17.348134,1,1
5,15,metroplex4,60,394,20.648544,18.657988,1,1
5,15,metroplex10,60,805,21.259361,18.589140,1,1
5,15,metroplex17,60,428,21.821982,19.274721,1,1
5,15,metroplex6,60,436,21.949163,20.265001,1,1
5,15,metroplex13,60,632,22.099208,19.460637,1,1
5,15,metroplex18,60,438,22.144869,19.456972,1,1
5,15,metroplex11,60,441,22.394897,19.759745,1,1
5,15,metroplex14,60,519,22.484055,19.716185,1,1
5,15,metroplex16,60,569,22.872089,20.131595,1,1
5,15,metroplex0,60,761,22.970225,21.045809,1,1
5,15,metroplex5,60,585,23.134129,20.531251,1,1
5,15,metroplex7,60,519,23.183933,20.472848,1,1
5,15,metroplex1,60,574,23.370074,20.681275,1,1
5,15,metroplex19,60,622,23.877182,20.977349,1,1
5,15,metroplex15,60,564,23.879303,21.522843,1,1
5,15,metroplex12,60,527,24.657515,22.151425,1,1
5,15,metroplex2,60,574,24.660490,22.245288,1,1
5,15,metroplex8,60,637,26.026095,23.563981,1,1
5,15,metroplex3,60,556,26.203430,23.739766,1,1
5,15,airport10,60,613,33.733824,30.158285,1,1
5,15,grid3,60,413,83.145908,66.452843,2,1
5,15,airport9,60,481,83.507429,81.460798,1,1
5,15,airport4,60,402,123.869480,122.288292,2,2
5,15,airport19,60,447,127.622423,126.418231,2,2
5,15,airport11,60,435,159.801913,158.192977,2,2
5,15,airport16,60,693,196.682493,86.205371,3,1
5,15,airport12,60,694,215.212439,213.567435,3,3
5,15,airport2,60,520,282.065601,163.360848,4,2
5,15,airport3,60,583,368.277240,166.259142,5,2
5,15,airport17,60,435,375.878605,164.602480,5,2
5,15,airport14,60,526,475.576986,474.398944,6,6
5,15,airport5,60,475,636.559810,403.764341,8,5
5,15,airport18,60,448,782.742865,781.556128,10,10
5,15,airport7,60,588,978.475049,164.656547,13,2
5,15,airport6,60,411,1159.375581,1158.149635,15,15
5,15,airport8,60,482,1667.529689,244.154812,21,3
5,15,airport0,60,671,2219.609284,1351.182518,28,17
5,15,airport15,60,587,2219.964658,165.481039,28,2
5,15,airport13,60,583,2615.747259,1748.450904,33,22
5,15,airport1,60,495,3477.847669,2059.739806,44,26
